"1","Total Samples taken","16115318"
"2","Sample collected on the day","10677"
"3","Test conducted on the day","16205"
"4","Total No. of patients tested Positive","603258"
"5","No. of patients discharged","586330"
"6","Number of active Cases","329"
"7","Total Deaths reported","16599"
"8","No. of Patients on oxygen support","39"
"9","Patients at critical care Level-3 facilities","16"
"10","Patients who are critical and on ventilator support","2"
"11","Healthcare Workers vaccinated with 1st dose on the day","34"
"12","Total Healthcare Workers vaccinated with 1st dose","216842"
"13","Frontline Workers vaccinated with 1st dose on the day","1"
"14","Total Frontline Workers vaccinated with 1st dose","1153187"
"15","Healthcare Workers vaccinated with 2nd dose on the day","103"
"16","Total Healthcare Workers vaccinated with 2nd dose","138746"
"17","Frontline Workers vaccinated with 2nd dose on the day","172"
"18","Total Frontline Workers vaccinated with 2nd dose","337264"
"19","COVID-19 Vaccinated with 1st dose on the day 
(Healthcare + Frontline Workers)","35"
"20","COVID-19 Vaccinated with 2nd dose on the day 
(Healthcare + Frontline Workers)","275"
"21","Total COVID-19 Vaccinated with 1st dose 
(Healthcare + Frontline Workers)","1370029"
"22","Total COVID-19 Vaccinated with 2nd dose 
(Healthcare + Frontline Workers)","476010"
"23","Above 45 Vaccinated with 1st dose on the day","6049"
"24","Total Above 45 Vaccinated with 1st dose","6297642"
"25","Above 45 Vaccinated with 2nd dose on the day","17389"
"26","Total Above 45 Vaccinated with 2nd dose","3336193"
"27","18-44 years age group Vaccinated with 1st dose on the day","19882"
"28","Total 18-44 years age group Vaccinated with 1st dose","8733030"
"29","18-44 years age group Vaccinated with 2nd dose on the day","47010"
"30","Total 18-44 years age group Vaccinated with 2nd dose","3745380"
"31","Total Vaccination 1st dose on the day","25966"
"32","Total Vaccination 2nd  dose on the day","64674"
"33","Total Vaccination 1st  and 2nd dose on the day","90640"
