"Total No. of Sample Taken Today","25825"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","838"
"Total Active COVID-19 Patients","6551"
"Total No. of Active Cases under Home Isolation (13-02-2022)","5848"
"Total No. of Samples found Positive till date 
Total Omicron Cases:752 (Active – 0, Discharged - 752)","973522"
"Total Positive COVID-19 Patients Recovered / Discharged till date","956462"
"No. of Deaths","10486"
"Total No. of People Vaccinated today","24396  
(1st Dose: 5167, 
2nd Dose: 17526 
Precaution Dose: 1703)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22727370 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 83% for 18yrs above population)","17421101 (83%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","203372"
"Cumulative Coverage of Total COVID-19 Vaccination","40351843"
"COVID-19 Today (13-02-2022) Positivity Rate","2.92%"
"Recovery Rate","98.25%"
"Fatality Rate","1.08%"
"Tests Per Million Population","640462"
