"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","66","124","64285","0","4528","68807","18"
"Bageshwar","47","50","34798","0","2088","36882","28"
"Chamoli","75","54","47850","0","3202","51050","32"
"Champawat","60","4","61802","0","1911","63710","19"
"Dehradun","401","337","366832","8","33135","399832","78"
"Haridwar","79","90","305952","3","13127","319049","11"
"Nainital","432","328","84237","0","11356","95523","56"
"Pauri Garhwal","57","56","93319","0","5275","98587","12"
"Pithoragarh","73","21","40737","0","2559","43284","21"
"Rudraprayag","22","17","27001","0","2703","29704","25"
"Tehri Garhwal","107","95","35742","0","2362","38097","48"
"US Nagar","478","129","135159","0","8802","143937","56"
"Uttarkashi","138","19","38673","1","1645","40316","44"
"Total","2035","1324","1336387","12","92693","1428778","448"
