"Total No. of Sample Taken Today","12949"
"Total No. of Positive Cases Detected Today","161"
"Total Active COVID-19 Patients","893"
"Total No. of Active Cases under Home Isolation (31-05-2022)","874"
"Total No. of Samples found Positive till date","1002741"
"Total Positive COVID-19 Patients Recovered / Discharged till date","991204"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","21139 
(1st Dose: 2976 
2nd Dose: 10110 
Precaution Dose: 8053"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23535610(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19254383 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","690988"
"Cumulative Coverage of Total COVID-19 Vaccination","43480981"
"COVID-19 Today (31-05-2022) Positivity Rate","1.73%"
"Recovery Rate","98.85%"
"Fatality Rate","1.06%"
