"Total No. of Sample Taken Today","49513"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","7591"
"Total Active COVID-19 Patients","35979"
"Total Positive Cases under Home Isolation (12-01-2022)","29986"
"Total No. of Samples found Positive till date 
Total Omicron Cases:169 (Active – 09, Discharged - 160)","820107 
(M: 499476 
F: 320614 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","774020"
"No. of Deaths","10085"
"Total No. of People Vaccinated today","173565 
(1st Dose: 77946, 
2nd Dose: 86355 
Precaution 
Dose:9264)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Already achieved 100% for 18yrs above population)","21880724 (100%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose 
(Already achieved 76% for 18yrs above population)","15709328 (76%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","41136"
"Cumulative Coverage of Total COVID-19 Vaccination","37631188"
"COVID-19 Today (13-01-2022) Positivity Rate","15.40%"
"Recovery Rate","94.38%"
"Fatality Rate","1.23%"
"Tests Per Million Population","598340"
