"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,816+9","15,685+7","102","29+2","4-Jan-22"
"2","Coochbehar","29,977+12","29,808+20","99","70-8","4-Jan-22"
"3","Darjeeling","58,833+193","57,929+54","553","351+139","4-Jan-22"
"4","Kalimpong","7,193+3","7,120+5","55","18-2","4-Jan-22"
"5","Jalpaiguri","42,934+61","42,181+34","592","161+27","4-Jan-22"
"6","Uttar Dinajpur","20,262+45","19,939+13","241","82+32","4-Jan-22"
"7","Dakshin Dinajpur","18,806+35","18,542+18","176","88+17","4-Jan-22"
"8","Malda","34,317+125","33,822+61","188","307+64","4-Jan-22"
"9","Murshidabad","34,610+187","33,994+33","332+1","284+153","4-Jan-22"
"10","Nadia","75,705+249","74,223+111","903","579+138","4-Jan-22"
"11","Birbhum","43,138+392","42,019+145","300+1","819+246","4-Jan-22"
"12","Purulia","19,726+104","19,449+20","114","163+84","4-Jan-22"
"13","Bankura","37,307+108","36,804+40","276","227+68","4-Jan-22"
"14","Jhargram","12,462+24","12,368+15","27","67+9","4-Jan-22"
"15","Paschim Medinipur","54,882+163","54,004+68","514","364+95","4-Jan-22"
"16","Purba Medinipur","63,881+100","63,247+44","404","230+56","4-Jan-22"
"17","Purba Bardhaman","43,334+233","42,698+66","209","427+167","4-Jan-22"
"18","Paschim Bardhaman","60,966+556","59,235+273","368","1,363+283","4-Jan-22"
"19","Howrah","1,05,630+1,280","1,01,166+552","1,555+2","2,909+726","4-Jan-22"
"20","Hooghly","91,336+670","88,751+295","1,043+1","1,542+374","4-Jan-22"
"21","North 24 Parganas","3,43,761+2,540","3,33,175+1,020","5,033+5","5,553+1,515","4-Jan-22"
"22","South 24 Parganas","1,06,292+763","1,03,165+325","1,403+2","1,724+436","4-Jan-22"
"23","Kolkata","3,57,089+6,170","3,36,067+3,219","5,337+5","15,685+2,946","4-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,78,323+14,022","16,25,454+6,438","19,827+17","33,042+7,567",""
