"1","Total Samples taken","18795973"
"2","Sample collected on the day","19241"
"3","Test conducted on the day","18757"
"4","Total No. of patients tested Positive","758816"
"5","No. of patients discharged","740826"
"6","Positive cases on the day","24"
"7","Number of active Cases","253"
"8","Total Deaths reported","17737"
"9","No. of Patients on oxygen support","20"
"10","Patients at critical care Level-3 facilities","3"
"11","Patients who are critical and on ventilator support","2"
"12","Healthcare Workers vaccinated with 1st dose on the day","1"
"13","Total Healthcare Workers vaccinated with 1st dose","218431"
"14","Frontline Workers vaccinated with 1st dose on the day","15"
"15","Total Frontline Workers vaccinated with 1st dose","1116740"
"16","Healthcare Workers vaccinated with 2nd dose on the day","76"
"17","Total Healthcare Workers vaccinated with 2nd dose","207820"
"18","Frontline Workers vaccinated with 2nd dose on the day","277"
"19","Total Frontline Workers vaccinated with 2nd dose","1000511"
"20","Above 45 Vaccinated with 1st dose on the day","1496"
"21","Total Above 45 Vaccinated with 1st dose","8240018"
"22","Above 45 Vaccinated with 2nd dose on the day","8626"
"23","Total Above 45 Vaccinated with 2nd dose","6683462"
"24","18-44 years age group Vaccinated with 1st dose on the day","4458"
"25","Total 18-44 years age group Vaccinated with 1st dose","12363378"
"26","18-44 years age group Vaccinated with 2nd dose on the day","17439"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8627513"
"28","15-17 years age group Vaccinated with 1st dose on the day","6329"
"29","Total 15-17 years age group Vaccinated with 1st dose","880194"
"30","15-17 years age group Vaccinated with 2nd dose on the day","9640"
"31","Total 15-17 years age group Vaccinated with 2nddose","358079"
"32","Precautionary dose given on the day","1383"
"33","Total Precautionary dose given","419350"
"34","Total Vaccination 1st dose on the day","5970"
"35","Total Vaccination 2nd dose on the day","26418"
"36","Total Vaccination 1st and 2nd dose on the day","32388"
