"Total No. of Sample Taken Today","22464"
"Total No. of Positive Cases Detected Today","14"
"Total Positive Cases under Home Isolation (17-11-2021)","112"
"Total No. of Samples Sent till date","13360127"
"Total No. of Samples found Positive till date","771495 
(M: 471420 
F: 300058 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761307"
"Total Active COVID-19 Patients","113"
"No. of Deaths","10052"
"Total No. of People Vaccinated today","130858 
(1st Dose: 44337, 
2nd Dose: 86521"
"Cumulative Coverage of COVID-19 Vaccination - 1sr Dose","18166838 (88%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","9151077 (44%)"
"Cumulative Coverage of Total COVID-19 Vaccination","27317915"
"COVID-19 Today (18-11-2021) Positivity Rate","0.06%"
"COVID-19 Cumulative Positivity Rate","5.78%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","527027"
