"Total No. of Sample Taken Today","7689"
"Total No. of Positive Cases Detected Today","709"
"Total Active COVID-19 Patients","4583"
"Total No. of Active Cases under Home Isolation (15-08-2022)","4356"
"Total No. of Samples found Positive till date","1043289"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1028029"
"No. of Deaths","10654"
"Total No. of People Vaccinated Today","999 
(1st Dose: 61 
2nd Dose: 209 
Precaution Dose: 729)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23633972 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19708455 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1602701"
"Cumulative Coverage of Total COVID-19 Vaccination","44945128"
"COVID-19 Today (15-08-2022) Positivity Rate","5.91%"
"Recovery Rate","98.54%"
"Fatality Rate","1.02%"
