"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","790474","3","49804","0","447","1","49343","14"
"2","ALWAR","1616284","4","84730","0","321","3","84370","39"
"3","BANSWARA","320074","0","14771","0","106","0","14661","4"
"4","BARAN","238799","0","15306","0","64","1","15239","3"
"5","BARMER","404349","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476300","0","31451","0","272","0","31179","0"
"7","BHILWARA","508235","0","38195","0","162","0","38027","6"
"8","BIKANER","747602","7","49995","0","587","4","49373","35"
"9","BUNDI","235466","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452905","0","29396","0","140","0","29251","5"
"11","CHURU","435450","6","20881","0","115","1","20743","23"
"12","DAUSA","294023","2","15840","0","81","0","15744","15"
"13","DHOLPUR","286901","0","13965","0","49","0","13913","3"
"14","DUNGARPUR","327880","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","423013","0","28153","0","158","1","27993","2"
"16","HANUMANGARH","488903","0","22519","0","114","0","22404","1"
"17","JAIPUR","3442560","41","276423","0","2113","16","274053","257"
"18","JAISALMER","242615","0","17036","0","68","0","16968","0"
"19","JALORE","446068","0","10551","0","78","0","10470","3"
"20","JHALAWAR","403678","2","17752","0","207","3","17538","7"
"21","JHUNJHUNU","493134","0","19159","0","181","0","18978","0"
"22","JODHPUR","1426132","3","141163","0","1164","2","139983","16"
"23","KARAULI","240789","0","8968","0","84","0","8884","0"
