,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Almora,0,0,0,672,92,857,0,11,3.0,0.0,4.0,2744.0,688.0,9299.0,0,621927,,,616 cases were recorded as Migrated / Others,12221,196,11402,241345.0,380877,256069,0,616,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
1,1,1,1,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Bageshwar,0,0,0,242,41,540,0,0,0.0,0.0,0.0,1120.0,452.0,6097.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5679,207521.0,185180,152402,0,25,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
2,2,2,2,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Chamoli,0,0,0,393,33,1835,0,1,1.0,0.0,0.0,2648.0,173.0,10965.0,0,391114,,,206 cases were recorded as Migrated / Others,12247,62,11977,292787.0,275710,228660,0,206,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
3,3,3,3,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Champawat,0,0,0,737,133,639,0,0,2.0,0.0,0.0,2892.0,557.0,4932.0,0,259315,,,189 cases were recorded as Migrated / Others,7607,53,7363,240884.0,184920,139095,0,189,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
4,4,4,4,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Dehradun,8,0,6,3512,2028,9386,0,50,50.0,0.0,132.0,13449.0,12591.0,72679.0,0,1698560,,,603 cases were recorded as Migrated / Others,112554,3523,108376,1976101.0,1497980,1062875,0,603,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
5,5,5,5,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Haridwar,14,0,1,3701,1362,11387,0,12,19.0,0.0,6.0,16286.0,6724.0,67084.0,0,1927029,,,1378 cases were recorded as Migrated / Others,51549,1020,49119,2131329.0,1479193,893929,0,1378,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
6,6,6,6,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Nainital,29,0,1,1582,815,5158,0,5,47.0,1.0,2.0,5801.0,3665.0,27928.0,0,955128,,,134 cases were recorded as Migrated / Others,39297,946,38168,574511.0,733675,490160,0,134,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
7,7,7,7,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Pauri Garhwal,1,0,2,358,310,2044,0,1,27.0,0.0,5.0,3030.0,2339.0,17842.0,0,686527,,,701 cases were recorded as Migrated / Others,17717,315,16678,397360.0,438777,292964,0,701,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
8,8,8,8,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Pithoragarh,1,0,0,48,104,1713,0,0,3.0,0.0,1.0,1220.0,791.0,12860.0,0,485993,,,108 cases were recorded as Migrated / Others,10266,182,9973,222013.0,321908,227856,0,108,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
9,9,9,9,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Rudraprayag,0,0,0,527,57,642,0,1,0.0,0.0,0.0,1479.0,290.0,3113.0,0,236857,,,159 cases were recorded as Migrated / Others,8801,106,8536,197308.0,171988,128331,0,159,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
10,10,10,10,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Tehri Garhwal,0,0,0,420,292,1519,0,1,2.0,0.0,1.0,1452.0,2109.0,13930.0,0,616409,,,899 cases were recorded as Migrated / Others,15840,110,14829,310082.0,388677,264379,0,899,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
11,11,11,11,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Udham Singh Nagar,0,0,1,1865,1464,14707,0,0,5.0,0.0,2.0,5679.0,8396.0,103855.0,0,1648367,,,799 cases were recorded as Migrated / Others,37885,761,36318,930137.0,1298736,821283,0,799,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
12,12,12,12,2021-12-01,UT,53,0,11,14141,6761,51101,0,88,160.0,1.0,156.0,59601.0,39121.0,358321.0,0.0,Uttarkashi,0,0,0,84,30,674,0,6,1.0,0.0,3.0,1801.0,346.0,7737.0,0,329686,,,343 cases were recorded as Migrated / Others,12560,74,12139,345039.0,236462,189292,0,343,2022-01-22T02:30:41.654915+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344308,7408,330557,8066417,7594083,5147295,0,6160,0.0,0.0
