,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Bishnupur,7,0,,97,668,227,0,7,28.0,0.0,,666.0,1898.0,1412.0,0,240363,2022-01-17 23:56:05,https://twitter.com/health_manipur,,9289,195,,77705,138415,102219,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
1,1,1,1,1,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Chandel,5,0,,27,36,27,0,1,93.0,0.0,,373.0,171.0,212.0,0,144028,2022-01-17 23:56:05,https://twitter.com/health_manipur,,2466,41,,34155,28209,22175,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
2,2,2,2,2,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Churachandpur,4,0,,38,125,168,0,3,165.0,0.0,,1612.0,1199.0,696.0,0,271274,2022-01-17 23:56:05,https://twitter.com/health_manipur,,10401,163,,125761,112341,85236,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
3,3,3,3,3,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Imphal East,66,0,,349,807,660,0,26,253.0,2.0,,2204.0,3149.0,2103.0,0,452661,2022-01-17 23:56:05,https://twitter.com/health_manipur,,28306,483,,260521,272617,206454,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
4,4,4,4,4,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Imphal West,102,0,,697,946,267,0,48,453.0,1.0,,4767.0,6418.0,1934.0,0,514683,2022-01-17 23:56:05,https://twitter.com/health_manipur,,44762,676,,469109,335964,260998,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
5,5,5,5,5,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Jiribam,2,0,,157,55,24,0,6,12.0,0.0,,1548.0,96.0,81.0,0,43818,2022-01-17 23:56:05,https://twitter.com/health_manipur,,1050,7,,31006,29034,23906,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
6,6,6,6,6,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Kakching,10,0,,81,593,185,0,3,43.0,0.0,,415.0,1445.0,1306.0,0,135481,2022-01-17 23:56:05,https://twitter.com/health_manipur,,6509,116,,62526,91089,70000,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
7,7,7,7,7,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Kamjong,1,0,,27,39,9,0,0,35.0,0.0,,153.0,197.0,149.0,0,45616,2022-01-17 23:56:05,https://twitter.com/health_manipur,,994,5,,14872,12820,8533,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
8,8,8,8,8,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Kangpokpi,4,0,,51,158,90,0,1,19.0,1.0,,420.0,1688.0,541.0,0,0,2022-01-17 23:56:05,https://twitter.com/health_manipur,,2814,64,,42620,46542,30644,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
9,9,9,9,9,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Noney,0,0,,8,38,26,0,0,15.0,0.0,,113.0,179.0,129.0,0,0,2022-01-17 23:56:05,https://twitter.com/health_manipur,,1097,4,,18434,19594,13905,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
10,10,10,10,10,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Pherzawl,0,0,,7,67,18,0,0,0.0,0.0,,41.0,174.0,139.0,0,47250,2022-01-17 23:56:05,https://twitter.com/health_manipur,,464,0,,7756,13922,12776,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
11,11,11,11,11,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Senapati,20,0,,242,113,70,0,2,39.0,0.0,,915.0,391.0,239.0,0,354772,2022-01-17 23:56:05,https://twitter.com/health_manipur,,2314,10,,72865,32438,24338,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
12,12,12,12,12,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Tamenglong,1,0,,42,173,35,0,0,4.0,0.0,,283.0,669.0,200.0,0,140143,2022-01-17 23:56:05,https://twitter.com/health_manipur,,3292,14,,51947,24057,16988,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
13,13,13,13,13,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Tengnoupal,1,0,,9,25,18,0,2,11.0,0.0,,111.0,166.0,178.0,0,0,2022-01-17 23:56:05,https://twitter.com/health_manipur,,1089,13,,16169,28090,19529,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
14,14,14,14,14,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Thoubal,12,0,,96,513,288,0,11,43.0,0.0,,793.0,2659.0,1468.0,0,420517,2022-01-17 23:56:05,https://twitter.com/health_manipur,,9574,179,,125488,152248,102641,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
15,15,15,15,15,2022-01-17,MN,235,0,60,1974,4472,2179,1862,111,1265.0,4.0,242.0,15059.0,21240.0,11203.0,7927.0,Ukhrul,0,0,,46,116,67,0,1,52.0,0.0,,645.0,741.0,416.0,0,183115,2022-01-17 23:56:05,https://twitter.com/health_manipur,,3072,45,,82789,28929,21404,0,0,2022-01-17 23:56:07,3103000,2022-01-17 23:56:05,https://twitter.com/health_manipur,,127493,2015,124021,1493723,1366309,1021746,7927,0,0.0,0
