,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Araria,44,0,40,,13019,7676,0,5,441.0,1.0,161.0,,56466.0,31194.0,0,2806200,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,15576,140,15026,,1563225,975449,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
1,1,1,1,1,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Arwal,47,0,43,,2092,834,0,0,375.0,0.0,173.0,,11735.0,7919.0,0,700843,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,7917,109,7463,,413461,295123,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
2,2,2,2,2,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Aurangabad,60,0,90,,5359,1471,0,13,535.0,1.0,328.0,,32455.0,9767.0,0,2511243,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,20800,76,20318,,1592416,1059338,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
3,3,3,3,3,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Banka,71,0,55,,4123,2089,0,6,498.0,0.0,196.0,,20885.0,25188.0,0,2029339,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,8045,112,7487,,1193075,866178,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
4,4,4,4,4,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Begusarai,143,0,210,,5788,7556,0,10,1367.0,0.0,948.0,,39252.0,54897.0,0,2954367,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,29293,561,27711,,1720298,1244618,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
5,5,5,5,5,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Bhagalpur,155,0,133,,5622,2266,0,15,1355.0,3.0,540.0,,41292.0,34658.0,0,3032226,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,27589,356,26105,,1808634,1290244,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
6,6,6,6,6,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Bhojpur,56,0,84,,3911,3509,0,5,599.0,0.0,472.0,,30816.0,26353.0,0,2720155,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,11141,238,10501,,1587671,1117211,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
7,7,7,7,7,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Buxar,38,0,32,,2392,2818,0,5,385.0,0.0,154.0,,18417.0,21475.0,0,1707643,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,9735,217,9216,,1077995,848924,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
8,8,8,8,8,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Darbhanga,88,0,139,,6429,4345,0,15,1165.0,1.0,351.0,,49233.0,32387.0,0,3921971,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,12507,371,10971,,2378447,1755493,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
9,9,9,9,9,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,East Champaran,52,1,67,,10463,5971,0,1,679.0,2.0,254.0,,81967.0,47802.0,0,5082868,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,19970,530,18796,,2964323,2520563,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
10,10,10,10,10,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Gaya,47,1,204,,9617,12703,0,365,876.0,2.0,1490.0,,72247.0,77140.0,0,4379383,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,36640,367,35770,,2771326,1689273,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
11,11,11,11,11,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Gopalganj,30,0,29,,4487,2683,0,6,231.0,0.0,83.0,,34846.0,23737.0,0,2558037,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,17020,256,16551,,1522538,1157650,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
12,12,12,12,12,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Jamui,26,0,193,,3828,5980,0,19,756.0,1.0,694.0,,40346.0,45595.0,0,1756078,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,10466,119,10065,,1019419,732048,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
13,13,13,13,13,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Jehanabad,15,0,153,,2809,1490,0,35,471.0,0.0,551.0,,16040.0,12029.0,0,1124176,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,11714,244,11188,,645233,420775,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
14,14,14,14,14,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Kaimur,19,0,31,,2573,1986,0,1,352.0,0.0,98.0,,22199.0,15230.0,0,1626900,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,5412,147,4938,,942312,751208,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
15,15,15,15,15,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Katihar,47,0,80,,4921,9504,0,1,668.0,0.0,348.0,,41328.0,78881.0,0,3068149,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,19109,268,18249,,1813038,1288753,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
16,16,16,16,16,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Khagaria,28,0,16,,1964,4123,0,10,287.0,0.0,98.0,,13104.0,19565.0,0,1657599,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,10419,164,10032,,919270,661830,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
17,17,17,17,17,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Kishanganj,37,0,51,,2857,2215,0,7,525.0,0.0,221.0,,21821.0,17398.0,0,1690948,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,10872,105,10282,,907190,634110,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
18,18,18,18,18,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Lakhisarai,92,0,86,,2929,1246,0,14,327.0,0.0,292.0,,15236.0,7534.0,0,1000717,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,8301,102,8023,,577517,420878,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
19,19,19,19,19,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Madhepura,107,0,98,,3001,2024,0,14,830.0,0.0,240.0,,22524.0,14719.0,0,1994618,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,13575,111,12705,,1141915,801540,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
20,20,20,20,20,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Madhubani,40,0,80,,7924,4385,0,5,645.0,0.0,310.0,,68488.0,33749.0,0,4476044,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,19297,387,18327,,2517946,1821956,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
21,21,21,21,21,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Munger,140,0,122,,3574,1425,0,49,1356.0,0.0,271.0,,21530.0,8891.0,0,1359054,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,16781,272,15236,,915025,692171,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
22,22,22,22,22,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Muzaffarpur,207,1,303,,10981,7457,0,20,1978.0,2.0,1256.0,,72098.0,58386.0,0,4778610,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,34546,623,32247,,2831595,1948256,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
23,23,23,23,23,2022-01-17,BR,3526,5,5907,112221,208255,161068,21429,1391,40516.0,35.0,28297.0,1174874.0,1498616.0,1131666.0,241793.0,Nalanda,68,0,180,,6334,1787,0,14,920.0,0.0,806.0,,45162.0,15433.0,0,2872523,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,24988,468,23919,,1867320,1289328,0,0,2022-01-17 21:01:25,119520000,2022-01-17 21:01:00+05:30,https://twitter.com/BiharHealthDept,,790653,12141,745389,63698505,62367171,44880908,241793,0,0.0,0
