,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Anjaw,0,0,0,10,31,15,0,0,2.0,0.0,0.0,13.0,163.0,109.0,0,21089,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1070,3,1065,21052,12653,9852,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
1,1,1,1,1,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Changlang,42,0,1,159,557,605,0,0,138.0,0.0,6.0,724.0,4188.0,1778.0,0,147951,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3953,22,3793,80348,102000,76853,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
2,2,2,2,2,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,East Kameng,12,0,0,196,48,61,0,0,17.0,0.0,0.0,278.0,765.0,150.0,0,78413,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1111,0,1094,53044,24797,19242,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
3,3,3,3,3,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,East Siang,13,0,3,98,382,210,0,0,38.0,0.0,10.0,243.0,2304.0,728.0,0,99019,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3271,17,3216,62617,61100,47754,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
4,4,4,4,4,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Kamle,2,0,0,7,1,7,0,0,7.0,0.0,0.0,14.0,264.0,202.0,0,22256,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,519,0,512,6596,7945,5087,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
5,5,5,5,5,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Kra Daadi,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,113.0,47.0,0,0,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6071,6623,4280,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
6,6,6,6,6,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Kurung Kumey,0,0,2,0,20,12,0,0,2.0,0.0,2.0,8.0,159.0,66.0,0,89717,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,513,1,512,9182,10540,7120,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
7,7,7,7,7,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Lepa Rada,2,0,0,25,44,34,0,0,7.0,0.0,1.0,106.0,401.0,162.0,0,0,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,884,3,874,16943,14364,11464,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
8,8,8,8,8,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Lohit,23,0,2,130,324,146,0,5,70.0,0.0,27.0,551.0,1064.0,362.0,0,145538,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3001,27,2891,50535,35249,28313,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
9,9,9,9,9,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Longding,3,0,1,4,362,178,0,0,4.0,0.0,1.0,23.0,1708.0,589.0,0,60000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,757,2,751,20020,22621,11569,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
10,10,10,10,10,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Lower Dibang Valley,19,0,0,76,282,137,0,0,89.0,0.0,4.0,352.0,974.0,460.0,0,53986,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2533,11,2431,48053,35829,26685,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
11,11,11,11,11,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Lower Siang,4,0,0,50,152,52,0,0,21.0,0.0,0.0,302.0,570.0,200.0,0,80597,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,759,8,730,21901,17833,11517,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
12,12,12,12,12,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Lower Subansiri,13,0,0,79,183,99,0,0,44.0,0.0,0.0,339.0,802.0,316.0,0,82839,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3088,15,3025,49777,29667,23696,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
13,13,13,13,13,2022-01-17,AR,404,0,84,1889,4676,2728,1733,18,1345.0,0.0,221.0,7736.0,24942.0,9627.0,7971.0,Namsai,23,0,3,115,321,170,0,0,64.0,0.0,17.0,604.0,1429.0,636.0,0,95950,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2232,17,2138,73480,71404,60361,0,0,2022-01-17 23:42:15,1504000,2022-01-17 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,57037,282,55279,1206165,858929,667758,7971,0,0.0,0
