"Total No. of Sample Taken Today","11665"
"Total No. of Positive Cases Detected Today","272"
"Total Active COVID-19 Patients","2277"
"Total No. of Active Cases under Home Isolation (28-08-2022)","2161"
"Total No. of Samples found Positive till date","1051297"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1038318"
"No. of Deaths","10679"
"Total No. of People Vaccinated Today","2607 
(1st Dose: 168 
2nd Dose: 534 
Precaution Dose: 1905)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23644128 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19750353 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1741026"
"Cumulative Coverage of Total COVID-19 Vaccination","45135507"
"COVID-19 Today (28-08-2022) Positivity Rate","2.40%"
"Recovery Rate","98.77%"
"Fatality Rate","1.02%"
