"Total No. of Sample Taken Today","44244"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 39)","8900"
"Total Active COVID-19 Patients","51253"
"Total Positive Cases under Home Isolation (15-01-2022)","45272"
"Total No. of Samples found Positive till date 
Total Omicron Cases:208 (Active – 07, Discharged - 201)","846898 
(M: 515548 
F: 331332 
Transgender: 18)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","785518"
"No. of Deaths","10104"
"Total No. of People Vaccinated today","66598 
(1st Dose: 27324, 
2nd Dose: 36137 
Precaution Dose:3137)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22013293 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 77% for 18yrs above population)","15869962 (77%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","59131"
"Cumulative Coverage of Total COVID-19 Vaccination","37942386"
"COVID-19 Today (16-01-2022) Positivity Rate","18.80%"
"Recovery Rate","92.75%"
"Fatality Rate","1.19%"
"Tests Per Million Population","603819"
