"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","17,627+82","16,791+162","103+1","733-81","24-Jan-22"
"2","Coochbehar","32,483+139","31,345+223","101+1","1,037-85","24-Jan-22"
"3","Darjeeling","66,714+322","63,295+629","570+2","2,849-309","24-Jan-22"
"4","Kalimpong","8,044+36","7,649+75","56+1","339-40","24-Jan-22"
"5","Jalpaiguri","47,625+218","45,213+396","604+1","1,808-179","24-Jan-22"
"6","Uttar Dinajpur","24,392+167","22,725+310","253","1,414-143","24-Jan-22"
"7","Dakshin Dinajpur","22,063+120","20,706+263","182+1","1,175-144","24-Jan-22"
"8","Malda","42,907+301","40,004+599","192","2,711-298","24-Jan-22"
"9","Murshidabad","40,619+118","38,515+411","335+1","1,769-294","24-Jan-22"
"10","Nadia","85,326+103","81,545+687","914+1","2,867-585","24-Jan-22"
"11","Birbhum","55,742+179","51,651+893","325+2","3,766-716","24-Jan-22"
"12","Purulia","23,622+78","22,381+260","118+1","1,123-183","24-Jan-22"
"13","Bankura","42,332+146","40,448+363","276","1,608-217","24-Jan-22"
"14","Jhargram","15,057+70","14,258+174","29","770-104","24-Jan-22"
"15","Paschim Medinipur","61,150+171","58,794+415","518+1","1,838-245","24-Jan-22"
"16","Purba Medinipur","67,006+75","65,668+211","413","925-136","24-Jan-22"
"17","Purba Bardhaman","53,993+137","50,695+731","223","3,075-594","24-Jan-22"
"18","Paschim Bardhaman","74,328+82","70,699+786","386","3,243-704","24-Jan-22"
"19","Howrah","1,23,633+144","1,17,705+1,036","1,618","4,310-892","24-Jan-22"
"20","Hooghly","1,06,127+209","1,01,120+924","1,082","3,925-715","24-Jan-22"
"21","North 24 Parganas","3,97,291+583","3,78,354+3,280","5,172+7","13,765-2,704","24-Jan-22"
"22","South 24 Parganas","1,24,486+423","1,17,761+1,208","1,452+9","5,273-794","24-Jan-22"
"23","Kolkata","4,41,652+591","4,16,321+4,789","5,486+7","19,845-4,205","24-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","19,74,285+4,494","18,73,706+18,825","20,411+36","80,168-14,367",""
