"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35186","0","34850","3","0","333","0"
"2","Ballari","1","97843","0","96053","103","0","1687","0"
"3","Belagavi","8","80112","5","79079","85","0","948","0"
"4","Bengaluru Rural","1","62140","1","61224","24","0","892","0"
"5","Bengaluru Urban","248","1261556","88","1239122","6048","2","16385","1"
"6","Bidar","0","24352","0","23943","1","0","404","4"
"7","Chamarajanagara","0","33117","0","32588","14","1","504","11"
"8","Chikkaballapura","0","44004","0","43557","14","0","432","1"
"9","Chikkamagaluru","2","51449","6","51008","43","0","398","0"
"10","Chitradurga","2","36767","0","36523","34","0","210","0"
"11","Dakshina 
Kannada","8","116286","19","114436","150","0","1693","7"
"12","Davanagere","2","51029","1","50412","9","0","608","0"
"13","Dharwada","6","61488","3","60128","33","0","1325","2"
"14","Gadag","0","26074","0","25755","0","0","319","0"
"15","Hassana","8","112276","8","110952","61","0","1261","2"
"16","Haveri","0","21961","0","21317","1","0","643","0"
"17","Kalaburagi","0","61973","0","61143","7","0","823","0"
"18","Kodagu","18","37688","0","37145","205","0","337","1"
"19","Kolara","6","47117","8","46424","50","0","643","0"
"20","Koppala","0","35209","1","34671","10","0","528","0"
"21","Mandya","5","73937","4","73245","37","0","655","0"
"22","Mysuru","6","180224","13","177681","115","0","2428","0"
"23","Raichuru","0","39992","0","39653","6","0","333","0"
"24","Ramanagara","0","24221","0","23892","6","0","323","0"
"25","Shivamogga","1","69722","2","68554","78","0","1090","0"
"26","Tumakuru","11","121302","30","120074","87","0","1141","0"
"27","Udupi","3","77040","3","76494","55","0","491","0"
"28","Uttara Kannada","11","56649","6","55741","134","0","774","0"
"29","Vijayapura","1","36289","0","35789","5","0","495","0"
"30","Yadagiri","0","27548","0","27342","0","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","348","3004587","198","2958828","7418","3","38312","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till tod 
 
Date: 26-12-2021 
 Page 5 of 7","","","","","","","","",""
