"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","200","185","239171","5","12252","251423","1118"
"Bageshwar","194","1059","214869","3","5774","220643","564"
"Chamoli","516","769","293492","0","12254","305746","987"
"Champawat","959","440","266182","0","7682","273864","1065"
"Dehradun","1996","2079","1924148","85","112952","2037100","566"
"Haridwar","3605","4290","2216717","8","51623","2268340","1954"
"Nainital","757","1084","576120","7","39419","615539","940"
"Pauri Garhwal","819","1279","412148","7","17756","429904","884"
"Pithoragarh","633","629","232673","0","10303","242976","3363"
"Rudraprayag","269","594","201526","0","8806","210332","760"
"Tehri Garhwal","203","403","306588","0","15847","322435","458"
"US Nagar","1677","1708","963202","2","37972","1001174","2389"
"Uttarkashi","136","453","343889","1","12565","356454","270"
"Total","11964","14972","8190725","118","345205","8535930","15318"
