"Total No. of Sample Taken Today","12,193"
"Total No. of Positive Cases Detected Today","430"
"Total Active COVID-19 Patients","1821"
"Total No. of Active Cases under Home Isolation (14-06-2022)","1791"
"Total No. of Samples found Positive till date","1006491"
"Total Positive COVID-19 Patients Recovered / Discharged till date","994026"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","5135 
(1st Dose: 274 
2nd Dose: 2161 
Precaution Dose: 2700)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23553050 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19342339 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","814643"
"Cumulative Coverage of Total COVID-19 Vaccination","43710032"
"COVID-19 Today (14-06-2022) Positivity Rate","4.34%"
"Recovery Rate","98.76%"
"Fatality Rate","1.06%"
