"Total No. of Sample Taken Today","14640"
"Total No. of Positive Cases Detected Today","275"
"Total Active COVID-19 Patients","1408"
"Total No. of Active Cases under Home Isolation (17-05-2022)","1386"
"Total No. of Samples found Positive till date","999690"
"Total Positive COVID-19 Patients Recovered / Discharged till date","987638"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","35150 
(1st Dose: 7578 
2nd Dose: 13866 
Precaution Dose: 13706"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23470904 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19102824 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","566428"
"Cumulative Coverage of Total COVID-19 Vaccination","43140156"
"COVID-19 Today (17-05-2022) Positivity Rate","2.57%"
"Recovery Rate","98.79%"
"Fatality Rate","1.06%"
