"Total No. of Sample Taken Today","34841"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","552"
"Total Positive Cases under Home Isolation (31-12-2021)","1216"
"Total No. of Samples Sent till date","14662165"
"Total No. of Samples found Positive till date 
Total Omicron Cases:63 (Active – 23, Discharged - 40)","774340 
(M: 472915 
F: 301408 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762346"
"Total Active COVID-19 Patients","1907"
"No. of Deaths","10064"
"Total No. of People Vaccinated today","185667 
(1st Dose: 67468, 
2nd Dose: 118199)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","20086157 (98%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","14453041(70%)"
"Cumulative Coverage of Total COVID-19 Vaccination","34539198"
"COVID-19 Today (01-01-2022) Positivity Rate","1.39%"
"COVID-19 Cumulative Positivity Rate","5.30%"
"Recovery Rate","98.45%"
"Fatality Rate","1.30%"
"Tests Per Million Population","578389"
