,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2021-12-02,UT,Almora,,,616 cases were recorded as Migrated / Others,12223,196,11404,242041.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,616,6169
1,2021-12-02,UT,Bageshwar,,,25 cases were recorded as Migrated / Others,5765,60,5679,208007.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,25,6169
2,2021-12-02,UT,Chamoli,,,207 cases were recorded as Migrated / Others,12247,62,11977,293710.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,207,6169
3,2021-12-02,UT,Champawat,,,189 cases were recorded as Migrated / Others,7607,53,7363,241029.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,189,6169
4,2021-12-02,UT,Dehradun,,,603 cases were recorded as Migrated / Others,112558,3523,108377,1979292.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,603,6169
5,2021-12-02,UT,Haridwar,,,1386 cases were recorded as Migrated / Others,51552,1020,49121,2134046.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,1386,6169
6,2021-12-02,UT,Nainital,,,134 cases were recorded as Migrated / Others,39298,946,38170,575712.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,134,6169
7,2021-12-02,UT,Pauri Garhwal,,,701 cases were recorded as Migrated / Others,17722,315,16678,397871.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,701,6169
8,2021-12-02,UT,Pithoragarh,,,108 cases were recorded as Migrated / Others,10267,182,9973,222529.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,108,6169
9,2021-12-02,UT,Rudraprayag,,,159 cases were recorded as Migrated / Others,8801,106,8536,197717.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,159,6169
10,2021-12-02,UT,Tehri Garhwal,,,899 cases were recorded as Migrated / Others,15840,110,14829,310649.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,899,6169
11,2021-12-02,UT,Udham Singh Nagar,,,799 cases were recorded as Migrated / Others,37885,761,36318,932047.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,799,6169
12,2021-12-02,UT,Uttarkashi,,,343 cases were recorded as Migrated / Others,12560,74,12141,345624.0,2022-01-22T02:30:43.964304+05:30,,,6169 cases were recorded as Migrated / Others,344325,7408,330566,8080274,343,6169
