"S.No","District","Today's Samples","Today's 
Positive","Today's 
Death","Today's  
Recovered/
Discharged","Active  case"
"1","AJMER","352","0","0","22","43"
"2","ALWAR","713","10","0","4","24"
"3","BANSWARA","114","0","0","0","0"
"4","BARAN","137","0","0","0","8"
"5","BARMER","71","0","0","0","0"
"6","BHARATPUR","37","0","0","1","2"
"7","BHILWARA","79","0","0","1","0"
"8","BIKANER","419","0","0","2","7"
"9","BUNDI","81","0","0","0","1"
"10","CHITTORGARH","108","0","0","0","8"
"11","CHURU","140","0","0","0","0"
"12","DAUSA","312","0","0","0","0"
"13","DHOLPUR","155","0","0","0","0"
"14","DUNGARPUR","10","0","0","10","5"
"15","GANGANAGAR","44","0","0","1","1"
"16","HANUMANGARH","130","0","0","0","0"
"17","JAIPUR","1119","7","0","13","56"
"18","JAISALMER","8","0","0","0","0"
"19","JALORE","89","0","0","0","0"
"20","JHALAWAR","516","0","0","1","3"
"21","JHUNJHUNU","194","0","0","0","0"
"22","JODHPUR","193","3","0","4","30"
"23","KARAULI","243","0","0","0","1"
"24","KOTA","862","6","0","8","42"
"25","NAGAUR","356","1","0","0","1"
"26","PALI","234","3","0","5","9"
