"Total No. of Sample Taken Today","38818"
"Total No. of Positive Cases Detected Today","27"
"Total Positive Cases under Home Isolation (09-12-2021)","176"
"Total No. of Samples Sent till date","13928911"
"Total No. of Samples found Positive till date","771966 
(M: 471671 
F: 300278 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761671"
"Total Active COVID-19 Patients","217"
"No. of Deaths","10055"
"Total No. of People Vaccinated today","157299 
(1st Dose: 30408, 
2nd Dose: 126891"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18902565 (92%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","11161927 (54%)"
"Cumulative Coverage of Total COVID-19 Vaccination","30064492"
"COVID-19 Today (10-12-2021) Positivity Rate","0.07%"
"COVID-19 Cumulative Positivity Rate","5.56%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","549464"
