"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","786909","3","49755","0","447","2","49294","14"
"2","ALWAR","1607247","10","84597","0","320","10","84220","57"
"3","BANSWARA","317450","0","14765","0","106","0","14659","0"
"4","BARAN","235075","9","15270","0","64","2","15187","19"
"5","BARMER","403202","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476256","0","31451","0","272","0","31179","0"
"7","BHILWARA","506689","0","38181","0","162","0","38019","0"
"8","BIKANER","741033","2","49927","0","586","1","49327","14"
"9","BUNDI","233595","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451702","3","29383","0","140","0","29237","6"
"11","CHURU","433977","1","20833","0","114","2","20713","6"
"12","DAUSA","291137","3","15808","0","80","0","15712","16"
"13","DHOLPUR","284080","4","13941","0","49","6","13875","17"
"14","DUNGARPUR","327684","0","25498","0","134","0","25363","1"
"15","GANGANAGAR","422359","0","28145","0","158","1","27983","4"
"16","HANUMANGARH","488211","0","22518","0","114","0","22404","0"
"17","JAIPUR","3408677","30","275692","0","2112","42","273317","263"
"18","JAISALMER","242372","0","17036","0","68","0","16968","0"
"19","JALORE","444747","0","10546","0","78","1","10468","0"
"20","JHALAWAR","393287","2","17718","0","207","2","17506","5"
"21","JHUNJHUNU","492209","0","19158","0","181","0","18977","0"
"22","JODHPUR","1419698","0","141109","0","1164","0","139941","4"
"23","KARAULI","237871","0","8968","0","84","0","8884","0"
