"Total No. of Sample Taken Today","13855"
"Total No. of Positive Cases Detected Today","534"
"Total Active COVID-19 Patients","2590"
"Total No. of Active Cases under Home Isolation (30-06-2022)","2514"
"Total No. of Samples found Positive till date","1016035"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1002798"
"No. of Deaths","10624"
"Total No. of People Vaccinated Today","10570 
(1st Dose: 535 
2nd Dose: 4310 
Precaution Dose: 5725)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23571364 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19455254 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","998616"
"Cumulative Coverage of Total COVID-19 Vaccination","44025234"
"COVID-19 Today (30-06-2022) Positivity Rate","3.89%"
"Recovery Rate","98.70%"
"Fatality Rate","1.05%"
