"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,576+36","18,034+43","108+1","434-8","6-Feb-22"
"2","Coochbehar","33,743+25","33,131+52","103","509-27","6-Feb-22"
"3","Darjeeling","68,640+33","67,149+94","585+2","906-63","6-Feb-22"
"4","Kalimpong","8,429+16","8,201+17","57","171-1","6-Feb-22"
"5","Jalpaiguri","49,149+35","47,849+68","632+4","668-37","6-Feb-22"
"6","Uttar Dinajpur","24,983+25","24,419+30","259","305-5","6-Feb-22"
"7","Dakshin Dinajpur","22,850+17","22,295+38","188","367-21","6-Feb-22"
"8","Malda","44,135+16","43,331+64","196","608-48","6-Feb-22"
"9","Murshidabad","41,430+9","40,681+42","348","401-33","6-Feb-22"
"10","Nadia","87,075+32","85,316+85","929","830-53","6-Feb-22"
"11","Birbhum","57,359+14","56,244+81","342","773-67","6-Feb-22"
"12","Purulia","24,106+1","23,732+27","120","254-26","6-Feb-22"
"13","Bankura","43,570+21","42,772+53","280+1","518-33","6-Feb-22"
"14","Jhargram","15,466+5","15,244+20","30","192-15","6-Feb-22"
"15","Paschim Medinipur","62,240+18","61,202+53","523","515-35","6-Feb-22"
"16","Purba Medinipur","67,668+8","66,935+32","426","307-24","6-Feb-22"
"17","Purba Bardhaman","55,163+20","54,329+62","232","602-42","6-Feb-22"
"18","Paschim Bardhaman","75,344+21","74,347+62","404+4","593-45","6-Feb-22"
"19","Howrah","1,24,699+21","1,22,380+71","1,634","685-50","6-Feb-22"
"20","Hooghly","1,07,574+23","1,05,709+79","1,110","755-56","6-Feb-22"
"21","North 24 Parganas","4,01,696+105","3,93,842+266","5,278+10","2,576-171","6-Feb-22"
"22","South 24 Parganas","1,26,794+65","1,24,229+109","1,484","1,081-44","6-Feb-22"
"23","Kolkata","4,45,758+75","4,37,363+294","5,581+7","2,814-226","6-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,06,513+641","19,68,797+1,742","20,852+29","16,864-1,130",""
