"Total No. of Sample Taken Today","15613"
"Total No. of Positive Cases Detected Today","496"
"Total Active COVID-19 Patients","2714"
"Total No. of Active Cases under Home Isolation (25-08-2022)","2562"
"Total No. of Samples found Positive till date","1050053"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1036644"
"No. of Deaths","10672"
"Total No. of People Vaccinated Today","18945 
(1st Dose: 1123 
2nd Dose: 4184 
Precaution Dose: 13638)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23641426 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19742152 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1713402"
"Cumulative Coverage of Total COVID-19 Vaccination","45096980"
"COVID-19 Today (25-08-2022) Positivity Rate","3.15 %"
"Recovery Rate","98.72%"
"Fatality Rate","1.02%"
