"Total No. of Sample Taken Today","8573"
"Total No. of Positive Cases Detected Today","82"
"Total Active COVID-19 Patients","333"
"Total No. of Active Cases under Home Isolation (21-09-2022)","301"
"Total No. of Samples found Positive till date","1054523"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043467"
"No. of Deaths","10700"
"Total No. of People Vaccinated Today","6796 
(1st Dose: 360 
2nd Dose: 1524 
Precaution Dose: 4912)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23661376 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19799037 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1881692"
"Cumulative Coverage of Total COVID-19 Vaccination","45342105"
"COVID-19 Today (21-09-2022) Positivity Rate","0.87%"
"Recovery Rate","98.95%"
"Fatality Rate","1.01%"
