"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","792779","7","49888","0","447","3","49377","64"
"2","ALWAR","1622512","5","84824","0","321","14","84457","46"
"3","BANSWARA","321298","0","14773","0","106","0","14665","2"
"4","BARAN","240552","1","15311","0","64","0","15244","3"
"5","BARMER","404982","2","21457","0","205","0","21250","2"
"6","BHARATPUR","476324","0","31451","0","272","0","31179","0"
"7","BHILWARA","509082","3","38222","0","162","1","38039","21"
"8","BIKANER","753178","6","50144","0","587","0","49463","94"
"9","BUNDI","236455","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","453732","0","29416","0","140","6","29266","10"
"11","CHURU","436558","5","20914","0","115","0","20780","19"
"12","DAUSA","295704","3","15872","0","81","6","15776","15"
"13","DHOLPUR","288412","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","327977","0","25499","0","134","0","25364","1"
"15","GANGANAGAR","423235","2","28170","0","158","3","28001","11"
"16","HANUMANGARH","489154","0","22525","0","114","0","22408","3"
"17","JAIPUR","3460601","56","276925","0","2113","37","274493","319"
"18","JAISALMER","242730","0","17036","0","68","0","16968","0"
"19","JALORE","446746","0","10559","0","78","0","10474","7"
"20","JHALAWAR","409309","0","17759","0","207","0","17550","2"
"21","JHUNJHUNU","493547","0","19160","0","181","0","18979","0"
"22","JODHPUR","1429810","17","141277","0","1164","0","140028","85"
"23","KARAULI","242123","0","8968","0","84","0","8884","0"
