,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-09-19,PB,Ludhiana,,,,113512,3016,110445,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
2,2022-09-19,PB,S.A.S. Nagar,,,,100940,1168,99696,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
3,2022-09-19,PB,Jalandhar,,,,81034,1978,79018,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
4,2022-09-19,PB,Patiala,,,,64173,1722,62427,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
5,2022-09-19,PB,Amritsar,,,,60921,1846,59062,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
6,2022-09-19,PB,Bathinda,,,,52403,1427,50942,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
7,2022-09-19,PB,Hoshiarpur,,,,42382,1418,40957,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
8,2022-09-19,PB,Gurdaspur,,,,27268,871,26396,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
9,2022-09-19,PB,Pathankot,,,,25009,521,24479,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
10,2022-09-19,PB,Fazilka,,,,23911,621,23268,,2022-09-19T13:40:54.855840+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784215,20497,763377,20668089,0,0
