"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","778117","0","49706","0","446","0","49253","7"
"2","ALWAR","1573896","2","84447","0","320","0","84111","16"
"3","BANSWARA","309717","0","14762","0","106","3","14647","9"
"4","BARAN","227922","0","15245","0","64","0","15180","1"
"5","BARMER","399740","0","21454","0","205","0","21247","2"
"6","BHARATPUR","475109","0","31449","0","272","3","31170","7"
"7","BHILWARA","501333","0","38176","0","162","0","38014","0"
"8","BIKANER","726144","2","49887","0","586","0","49295","6"
"9","BUNDI","227763","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","447671","1","29372","0","140","0","29222","10"
"11","CHURU","427172","2","20819","0","114","0","20696","9"
"12","DAUSA","285035","0","15773","0","80","0","15693","0"
"13","DHOLPUR","275022","0","13748","0","49","0","13699","0"
"14","DUNGARPUR","326679","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","419753","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","484843","0","22514","0","114","0","22389","11"
"17","JAIPUR","3325078","10","274340","0","2111","15","272110","119"
"18","JAISALMER","241174","0","17036","0","68","0","16968","0"
"19","JALORE","440059","0","10545","0","78","0","10467","0"
"20","JHALAWAR","375625","0","17706","0","207","0","17499","0"
"21","JHUNJHUNU","488530","0","19158","0","181","0","18977","0"
"22","JODHPUR","1395353","0","141049","1","1164","3","139863","22"
"23","KARAULI","235226","0","8968","0","84","0","8883","1"
