"Total No. of Sample Taken Today","7787"
"Total No. of Positive Cases Detected Today","226"
"Total Active COVID-19 Patients","895"
"Total No. of Active Cases under Home Isolation (03-06-2022)","879"
"Total No. of Samples found Positive till date","1003342"
"Total Positive COVID-19 Patients Recovered / Discharged till date","991803"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","18868 
(1st Dose: 1621 
2nd Dose: 7234 
Precaution Dose: 10013)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23539068(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19269738 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","710688"
"Cumulative Coverage of Total COVID-19 Vaccination","43519494"
"COVID-19 Today (03-06-2022) Positivity Rate","2.23%"
"Recovery Rate","98.85%"
"Fatality Rate","1.06%"
