"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","769990","2","49694","0","446","7","49225","23"
"2","ALWAR","1548082","8","84412","0","320","2","84037","55"
"3","BANSWARA","303178","5","14731","0","106","7","14595","30"
"4","BARAN","223035","2","15238","0","64","2","15159","15"
"5","BARMER","397757","0","21449","0","205","1","21222","22"
"6","BHARATPUR","469574","5","31413","0","272","1","31120","21"
"7","BHILWARA","495457","1","38175","0","162","0","38002","11"
"8","BIKANER","717106","3","49869","0","584","8","49249","36"
"9","BUNDI","224420","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","445590","0","29361","0","140","5","29209","12"
"11","CHURU","417221","4","20799","0","114","15","20644","41"
"12","DAUSA","278993","1","15770","0","80","1","15688","2"
"13","DHOLPUR","272487","0","13746","0","49","1","13687","10"
"14","DUNGARPUR","325455","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","415745","0","28124","0","158","10","27925","41"
"16","HANUMANGARH","478738","5","22474","0","114","0","22313","47"
"17","JAIPUR","3261293","74","273990","0","2110","26","271221","659"
"18","JAISALMER","240235","0","17036","0","68","0","16961","7"
"19","JALORE","437329","0","10537","0","78","0","10450","9"
"20","JHALAWAR","366431","3","17700","0","207","6","17487","6"
"21","JHUNJHUNU","480611","1","19156","0","181","5","18966","9"
"22","JODHPUR","1378833","23","140927","0","1163","14","139675","89"
"23","KARAULI","231534","0","8963","0","84","2","8879","0"
