"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,892+8","18,692+36","110","90-28","22-Feb-22"
"2","Coochbehar","33,948+3","33,772+29","106","70-26","22-Feb-22"
"3","Darjeeling","68,988+14","68,263+50","599+1","126-37","22-Feb-22"
"4","Kalimpong","8,511+3","8,423+12","58","30-9","22-Feb-22"
"5","Jalpaiguri","49,572+10","48,802+50","647","123-40","22-Feb-22"
"6","Uttar Dinajpur","25,101+3","24,794+17","267","40-14","22-Feb-22"
"7","Dakshin Dinajpur","23,072+8","22,801+31","193","78-23","22-Feb-22"
"8","Malda","44,407+7","44,118+37","199","90-30","22-Feb-22"
"9","Murshidabad","41,610+5","41,193+25","356","61-20","22-Feb-22"
"10","Nadia","87,574+17","86,481+59","943","150-42","22-Feb-22"
"11","Birbhum","57,677+20","57,202+47","350","125-27","22-Feb-22"
"12","Purulia","24,209+3","24,047+16","123","39-13","22-Feb-22"
"13","Bankura","43,855+6","43,477+38","286","92-32","22-Feb-22"
"14","Jhargram","15,539+2","15,481+12","30","28-10","22-Feb-22"
"15","Paschim Medinipur","62,520+10","61,900+36","529","91-26","22-Feb-22"
"16","Purba Medinipur","67,815+10","67,319+20","441","55-10","22-Feb-22"
"17","Purba Bardhaman","55,370+6","55,051+33","238","81-27","22-Feb-22"
"18","Paschim Bardhaman","75,594+6","75,078+35","432","84-29","22-Feb-22"
"19","Howrah","1,24,956+12","1,23,216+39","1,639","101-27","22-Feb-22"
"20","Hooghly","1,07,902+10","1,06,666+47","1,119","117-37","22-Feb-22"
"21","North 24 Parganas","4,02,835+49","3,97,092+160","5,335+4","408-115","22-Feb-22"
"22","South 24 Parganas","1,27,205+18","1,25,534+63","1,510+1","161-46","22-Feb-22"
"23","Kolkata","4,46,843+42","4,40,789+162","5,646+1","408-121","22-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,14,061+272","19,90,254+1,054","21,159+7","2,648-789",""
