"Total No. of Sample Taken Today","14078"
"Total No. of Positive Cases Detected Today","71"
"Total Active COVID-19 Patients","446"
"Total No. of Active Cases under Home Isolation (20-03-2022)","408"
"Total No. of Samples found Positive till date","984567"
"Total Positive COVID-19 Patients Recovered / Discharged till date","973501"
"No. of Deaths","10597"
"Total No. of People Vaccinated Today","7935 
(1st Dose: 4250 
2nd Dose: 3183 
Precaution Dose: 502)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22940102 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18320370 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","257067"
"Cumulative Coverage of Total COVID-19 Vaccination","41517539"
"COVID-19 Today (20-03-2022) Positivity Rate","0.74%"
"Recovery Rate","98.88%"
"Fatality Rate","1.08%"
"Tests Per Million Population","667257"
