"1","Total Samples taken","16368024"
"2","Sample collected on the day","16302"
"3","Test conducted on the day","24802"
"4","Total No. of patients tested Positive","603638"
"5","No. of patients discharged","586644"
"6","Number of active Cases","378"
"7","Total Deaths reported","16616"
"8","No. of Patients on oxygen support","29"
"9","Patients at critical care Level-3 facilities","8"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","9"
"12","Total Healthcare Workers vaccinated with 1st dose","217131"
"13","Frontline Workers vaccinated with 1st dose on the day","175"
"14","Total Frontline Workers vaccinated with 1st dose","1153748"
"15","Healthcare Workers vaccinated with 2nd dose on the day","21"
"16","Total Healthcare Workers vaccinated with 2nd dose","139166"
"17","Frontline Workers vaccinated with 2nd dose on the day","602"
"18","Total Frontline Workers vaccinated with 2nd dose","339531"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","184"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","623"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1370879"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","478697"
"23","Above 45 Vaccinated with 1st dose on the day","7594"
"24","Total Above 45 Vaccinated with 1st dose","6356395"
"25","Above 45 Vaccinated with 2nd dose on the day","25953"
"26","Total Above 45 Vaccinated with 2nd dose","3519407"
"27","18-44 years age group Vaccinated with 1st dose on the day","21331"
"28","Total 18-44 years age group Vaccinated with 1st dose","8905874"
"29","18-44 years age group Vaccinated with 2nd dose on the day","62759"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4201938"
"31","Total Vaccination 1st dose on the day","29109"
"32","Total Vaccination 2nd dose on the day","89335"
"33","Total Vaccination 1st and 2nd dose on the day","118444"
