"Total No. of Sample Taken Today","8582"
"Total No. of Positive Cases Detected Today","567"
"Total Active COVID-19 Patients","3439"
"Total No. of Active Cases under Home Isolation (22-08-2022)","3254"
"Total No. of Samples found Positive till date","1048356"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1034227"
"No. of Deaths","10667"
"Total No. of People Vaccinated Today","17887 
(1st Dose: 1059 
2nd Dose: 3798 
Precaution Dose: 13030)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23638390 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19729433 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1674787"
"Cumulative Coverage of Total COVID-19 Vaccination","45042610"
"COVID-19 Today (22-08-2022) Positivity Rate","4.89%"
"Recovery Rate","98.65%"
"Fatality Rate","1.02%"
