"Total No. of Sample Taken Today","9059"
"Total No. of Positive Cases Detected Today","146"
"Total Active COVID-19 Patients","988"
"Total No. of Active Cases under Home Isolation (04-09-2022)","908"
"Total No. of Samples found Positive till date","1052876"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1041179"
"No. of Deaths","10686"
"Total No. of People Vaccinated Today","2124 
(1st Dose: 93 
2nd Dose: 315 
Precaution Dose: 1716)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23650423 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19767265 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1788577"
"Cumulative Coverage of Total COVID-19 Vaccination","45206265"
"COVID-19 Today (04-09-2022) Positivity Rate","1.43%"
"Recovery Rate","98.89%"
"Fatality Rate","1.01%"
