"1","Total Samples taken","19009117"
"2","Sample collected on the day","11806"
"3","Test conducted on the day","11614"
"4","Total No. of patients tested Positive","759143"
"5","No. of patients discharged","741285"
"6","Positive cases on the day","13"
"7","Number of active Cases","117"
"8","Total Deaths reported","17741"
"9","No. of Patients on oxygen support","4"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218477"
"14","Frontline Workers vaccinated with 1st dose on the day","3"
"15","Total Frontline Workers vaccinated with 1st dose","1116837"
"16","Healthcare Workers vaccinated with 2nd dose on the day","13"
"17","Total Healthcare Workers vaccinated with 2nd dose","208764"
"18","Frontline Workers vaccinated with 2nd dose on the day","69"
"19","Total Frontline Workers vaccinated with 2nd dose","1007150"
"20","Above 45 Vaccinated with 1st dose on the day","1785"
"21","Total Above 45 Vaccinated with 1st dose","8258269"
"22","Above 45 Vaccinated with 2nd dose on the day","5538"
"23","Total Above 45 Vaccinated with 2nd dose","6788805"
"24","18-44 years age group Vaccinated with 1st dose on the day","3133"
"25","Total 18-44 years age group Vaccinated with 1st dose","12410370"
"26","18-44 years age group Vaccinated with 2nd dose on the day","13352"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8860199"
"28","15-17 years age group Vaccinated with 1st dose on the day","4263"
"29","Total 15-17 years age group Vaccinated with 1st dose","970304"
"30","15-17 years age group Vaccinated with 2nd dose on the day","6366"
"31","Total 15-17 years age group Vaccinated with 2nd dose","480579"
"32","12-14 years age group Vaccinated with 1st dose on the day","12928"
"33","Total 12-14 years age group Vaccinated with 1st dose","296812"
"34","Precautionary dose given on the day","3302"
"35","Total Precautionary dose given","446097"
"36","Total Vaccination 1st dose on the day","4924"
"37","Total Vaccination 2nd dose on the day","18972"
"38","Total Vaccination 1st and 2nd dose on the day","23896"
