"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35180","0","34844","3","0","333","0"
"2","Ballari","0","97789","1","95998","105","0","1686","0"
"3","Belagavi","4","79962","2","78965","54","0","943","0"
"4","Bengaluru Rural","2","62078","7","61144","44","0","890","0"
"5","Bengaluru Urban","152","1255440","464","1233996","5117","1","16326","1"
"6","Bidar","0","24344","0","23937","2","0","401","4"
"7","Chamarajanagara","2","33045","2","32505","26","0","503","11"
"8","Chikkaballapura","0","43972","0","43534","6","0","431","1"
"9","Chikkamagaluru","5","51198","2","50756","46","0","396","0"
"10","Chitradurga","4","36709","1","36465","36","0","208","0"
"11","Dakshina 
Kannada","14","115787","10","113979","115","0","1686","7"
"12","Davanagere","0","51001","0","50379","14","0","608","0"
"13","Dharwada","5","61037","1","59685","30","1","1320","2"
"14","Gadag","0","26068","0","25747","2","0","319","0"
"15","Hassana","15","112008","11","110679","70","0","1257","2"
"16","Haveri","0","21948","0","21304","1","0","643","0"
"17","Kalaburagi","1","61949","1","61120","8","1","821","0"
"18","Kodagu","1","37217","5","36814","72","0","330","1"
"19","Kolara","0","47006","4","46333","35","0","638","0"
"20","Koppala","0","35199","0","34661","11","0","527","0"
"21","Mandya","3","73844","1","73159","31","0","654","0"
"22","Mysuru","30","179630","7","176969","240","0","2421","0"
"23","Raichuru","0","39980","1","39646","2","0","332","0"
"24","Ramanagara","0","24213","0","23886","4","0","323","0"
"25","Shivamogga","4","69513","8","68336","87","0","1090","0"
"26","Tumakuru","4","121036","9","119780","121","0","1135","0"
"27","Udupi","8","76854","6","76308","58","0","488","0"
"28","Uttara Kannada","0","56387","1","55550","65","0","772","0"
"29","Vijayapura","0","36278","1","35777","6","0","495","0"
"30","Yadagiri","0","27547","1","27340","1","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","254","2994255","546","2949629","6412","3","38185","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 24-11-2021 
 Page 5 of 8","","","","","","","","",""
