"Total No. of Sample Taken Today","14696"
"Total No. of Positive Cases Detected Today","245"
"Total Active COVID-19 Patients","1018"
"Total No. of Active Cases under Home Isolation (25-05-2022)","993"
"Total No. of Samples found Positive till date","1001507"
"Total Positive COVID-19 Patients Recovered / Discharged till date","989845"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","34158 
(1st Dose: 5817 
2nd Dose: 15073 
Precaution Dose: 13268"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23512762 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19191561 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","641259"
"Cumulative Coverage of Total COVID-19 Vaccination","43345582"
"COVID-19 Today (25-05-2022) Positivity Rate","1.77%"
"Recovery Rate","98.84%"
"Fatality Rate","1.06%"
