"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","178","2758","246410","21","12377","258787","178"
"Bageshwar","1039","6","216956","3","5812","222768","1039"
"Chamoli","201","680","297854","34","12312","310166","201"
"Champawat","1159","772","273381","12","7767","281148","1159"
"Dehradun","2769","2673","1942989","505","115180","2058169","2769"
"Haridwar","2981","3893","2248193","299","52580","2300773","2981"
"Nainital","1175","1157","584961","139","40470","625431","1175"
"Pauri Garhwal","815","1376","421477","147","18186","439663","815"
"Pithoragarh","436","211","238659","8","10433","249092","436"
"Rudraprayag","91","389","204385","12","8832","213217","91"
"Tehri Garhwal","245","414","309888","22","15930","325818","245"
"US Nagar","1645","1893","981283","203","38388","1019671","1645"
"Uttarkashi","224","511","346784","8","12618","359402","224"
"Total","12958","16733","8313220","1413","350885","8664105","12958"
