"Total No. of Sample Taken Today","34379"
"Total No. of Positive Cases Detected Today","22"
"Total Positive Cases under Home Isolation (04-12-2021)","129"
"Total No. of Samples Sent till date","13752811"
"Total No. of Samples found Positive till date","771819 
(M: 471600 
F: 300202 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761580"
"Total Active COVID-19 Patients","162"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","61570 
(1st Dose: 16708, 
2nd Dose: 44862"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18737677 (91%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10543934 (51%)"
"Cumulative Coverage of Total COVID-19 Vaccination","29281611"
"COVID-19 Today (05-12-2021) Positivity Rate","0.06%"
"COVID-19 Cumulative Positivity Rate","5.63%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","542517"
