"Total No. of Sample Taken Today","34322"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 26)","5736"
"Total Positive Cases under Home Isolation (09-01-2022)","17527"
"Total No. of Samples Sent till date","15020037"
"Total No. of Samples found Positive till date 
Total Omicron Cases:162 (Active – 17, Discharged - 145)","799887 
(M: 487595 
F: 312275 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","767310"
"Total Active COVID-19 Patients","22477"
"No. of Deaths","10077"
"Total No. of People Vaccinated today","243735 
(1st Dose: 130502, 
2nd Dose: 101828 
Precaution 
Dose:11405)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","21610412"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","15432719"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","11405"
"Cumulative Coverage of Total COVID-19 Vaccination","37054536"
"COVID-19 Today (10-01-2022) Positivity Rate","14.90%"
"COVID-19 Cumulative Positivity Rate","5.34%"
"Recovery Rate","95.93%"
"Fatality Rate","1.26%"
"Tests Per Million Population","592506"
