"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,558+5","15,406+5","102","50","23-Oct-21"
"2","Coochbehar","29,198+14","28,967+14","97","134","23-Oct-21"
"3","Darjeeling","56,954+36","56,112+32","538+1","304+3","23-Oct-21"
"4","Kalimpong","7,018+2","6,922+5","54","42-3","23-Oct-21"
"5","Jalpaiguri","41,880+24","41,136+19","566","178+5","23-Oct-21"
"6","Uttar Dinajpur","19,815+4","19,513+7","236","66-3","23-Oct-21"
"7","Dakshin Dinajpur","17,778+23","17,465+15","169","144+8","23-Oct-21"
"8","Malda","33,329+3","33,070+8","186","73-5","23-Oct-21"
"9","Murshidabad","33,945+7","33,565+6","327","53+1","23-Oct-21"
"10","Nadia","73,031+54","71,728+48","851+1","452+5","23-Oct-21"
"11","Birbhum","41,021+15","40,625+11","286","110+4","23-Oct-21"
"12","Purulia","19,402+6","19,262+2","113","27+4","23-Oct-21"
"13","Bankura","36,152+27","35,706+18","273","173+9","23-Oct-21"
"14","Jhargram","12,110+6","12,024+6","27","59","23-Oct-21"
"15","Paschim Medinipur","53,400+34","52,622+29","506","272+5","23-Oct-21"
"16","Purba Medinipur","63,004+9","62,429+20","396","179-11","23-Oct-21"
"17","Purba Bardhaman","41,858+30","41,412+26","196","250+4","23-Oct-21"
"18","Paschim Bardhaman","57,565+25","57,035+18","355","175+7","23-Oct-21"
"19","Howrah","98,239+83","96,094+65","1,522","623+18","23-Oct-21"
"20","Hooghly","85,828+89","84,153+72","988+2","687+15","23-Oct-21"
"21","North 24 Parganas","3,28,191+146","3,22,136+133","4,806+2","1,249+11","23-Oct-21"
"22","South 24 Parganas","1,00,415+74","98,480+64","1,331+2","604+8","23-Oct-21"
"23","Kolkata","3,20,698+273","3,13,593+205","5,127+2","1,978+66","23-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,86,455+989","15,59,518+828","19,055+10","7,882+151",""
