"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","784555","0","49733","0","446","1","49278","9"
"2","ALWAR","1598849","5","84487","0","320","3","84148","19"
"3","BANSWARA","315696","0","14763","0","106","0","14657","0"
"4","BARAN","232880","0","15249","0","64","0","15183","2"
"5","BARMER","402153","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476220","0","31450","0","272","0","31178","0"
"7","BHILWARA","505512","0","38180","0","162","0","38017","1"
"8","BIKANER","736308","0","49907","0","586","0","49316","5"
"9","BUNDI","232006","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450618","0","29377","0","140","0","29235","2"
"11","CHURU","432805","0","20819","0","114","0","20705","0"
"12","DAUSA","289149","0","15783","0","80","0","15695","8"
"13","DHOLPUR","280900","10","13824","0","49","5","13723","52"
"14","DUNGARPUR","327441","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421779","0","28138","0","158","0","27979","1"
"16","HANUMANGARH","487479","0","22516","0","114","0","22402","0"
"17","JAIPUR","3380365","74","275088","0","2112","25","272580","396"
"18","JAISALMER","242063","0","17036","0","68","0","16968","0"
"19","JALORE","443260","0","10545","0","78","0","10467","0"
"20","JHALAWAR","388648","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","491473","0","19158","0","181","0","18977","0"
"22","JODHPUR","1414965","3","141098","0","1164","1","139926","8"
"23","KARAULI","236911","0","8968","0","84","0","8884","0"
