"Total No. of Sample Taken Today","9698"
"Total No. of Positive Cases Detected Today","148"
"Total Active COVID-19 Patients","890"
"Total No. of Active Cases under Home Isolation (05-06-2022)","875"
"Total No. of Samples found Positive till date","1003634"
"Total Positive COVID-19 Patients Recovered / Discharged till date","992100"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","5407 
(1st Dose: 374 
2nd Dose: 1428 
Precaution Dose: 3605)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23541136 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19278875 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","726315"
"Cumulative Coverage of Total COVID-19 Vaccination","43546326"
"COVID-19 Today (05-06-2022) Positivity Rate","1.47%"
"Recovery Rate","98.85%"
"Fatality Rate","1.06%"
