"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","786701","4","49752","0","447","3","49292","13"
"2","ALWAR","1606601","9","84587","0","320","11","84210","57"
"3","BANSWARA","317359","0","14765","0","106","0","14659","0"
"4","BARAN","234874","2","15261","0","64","0","15185","12"
"5","BARMER","403139","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476250","0","31451","0","272","0","31179","0"
"7","BHILWARA","506633","0","38181","0","162","0","38019","0"
"8","BIKANER","740722","2","49925","0","586","1","49326","13"
"9","BUNDI","233451","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451645","3","29380","0","140","0","29237","3"
"11","CHURU","433910","1","20832","0","114","0","20711","7"
"12","DAUSA","290958","2","15805","0","80","2","15712","13"
"13","DHOLPUR","283882","5","13937","0","49","0","13869","19"
"14","DUNGARPUR","327676","0","25498","0","134","0","25363","1"
"15","GANGANAGAR","422333","2","28145","0","158","0","27982","5"
"16","HANUMANGARH","488165","0","22518","0","114","0","22404","0"
"17","JAIPUR","3406769","27","275662","0","2112","57","273275","275"
"18","JAISALMER","242339","0","17036","0","68","0","16968","0"
"19","JALORE","444699","0","10546","0","78","0","10467","1"
"20","JHALAWAR","392912","1","17716","0","207","0","17504","5"
"21","JHUNJHUNU","492172","0","19158","0","181","0","18977","0"
"22","JODHPUR","1419356","0","141109","0","1164","5","139941","4"
"23","KARAULI","237830","0","8968","0","84","0","8884","0"
