"Total No. of Sample Taken Today","21582"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","534"
"Total Active COVID-19 Patients","3485"
"Total No. of Active Cases under Home Isolation (20-02-2022)","3021"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","978404"
"Total Positive COVID-19 Patients Recovered / Discharged till date","964371"
"No. of Deaths","10525"
"Total No. of People Vaccinated today","16055 
(1st Dose: 3540, 
2nd Dose: 11447 
Precaution Dose: 1068)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22806413 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17770008 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","223108"
"Cumulative Coverage of Total COVID-19 Vaccination","40799529"
"COVID-19 Today (20-02-2022) Positivity Rate","2.14%"
"Recovery Rate","98.57%"
"Fatality Rate","1.08%"
"Tests Per Million Population","647087"
