"Sr.No. Description","","From 1st April 2022","Till Date"
"1","Total Samples taken","606784","19595653"
"2","Total No. of patients tested Positive","1293","760370"
"3","No. of patients discharged","1244","742494"
"4","Total Deaths reported","6","17752"
"5","Sample collected on the day","","10137"
"6","Test conducted on the day","","10000"
"7","Positive cases on the day","","14"
"8","Number of active Cases","","124"
"9","No. of Patients on oxygen support","","0"
"10","Patients at critical care Level-3 facilities","","0"
"11","Patients who are critical and on ventilator support","","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","","4"
"13","Total Healthcare Workers vaccinated with 1st dose","","218627"
"14","Frontline Workers vaccinated with 1st dose on the day","","12"
"15","Total Frontline Workers vaccinated with 1st dose","","1117305"
"16","Healthcare Workers vaccinated with 2nd dose on the day","","15"
"17","Total Healthcare Workers vaccinated with 2nd dose","","210120"
"18","Frontline Workers vaccinated with 2nd dose on the day","","71"
"19","Total Frontline Workers vaccinated with 2nd dose","","1012456"
"20","Above 45 Vaccinated with 1st dose on the day","","329"
"21","Total Above 45 Vaccinated with 1st dose","","8314653"
"22","Above 45 Vaccinated with 2nd dose on the day","","7001"
"23","Total Above 45 Vaccinated with 2nd dose","","7278793"
"24","18-44 years age group Vaccinated with 1st dose on the day","","1502"
"25","Total 18-44 years age group Vaccinated with 1st dose","","12559543"
"26","18-44 years age group Vaccinated with 2nd dose on the day","","14247"
"27","Total 18-44 years age group Vaccinated with 2nd dose","","9894223"
"28","15-17 years age group Vaccinated with 1st dose on the day","","429"
"29","Total 15-17 years age group Vaccinated with 1st dose","","1075880"
"30","15-17 years age group Vaccinated with 2nd dose on the day","","1745"
"31","Total 15-17 years age group Vaccinated with 2nd dose","","713134"
"32","12-14 years age group Vaccinated with 1st dose on the day","","746"
"33","Total 12-14 years age group Vaccinated with 1st dose","","576354"
"34","12-14 years age group Vaccinated with 2nddose on the day","","2230"
"35","Total 12-14 years age group Vaccinated with 2nd dose","","277311"
"36","Precautionary dose given on the day","","2751"
"37","Total Precautionary dose given","","645064"
"38","Total Vaccination 1st dose on the day","","1847"
"39","Total Vaccination 2nd dose on the day","","21334"
"40","Total Vaccination 1st and 2nd dose on the day","","23181"
