"Total No. of Sample Taken Today","11391"
"Total No. of Positive Cases Detected Today","116"
"Total Active COVID-19 Patients","643"
"Total No. of Active Cases under Home Isolation (10-09-2022)","590"
"Total No. of Samples found Positive till date","1053666"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1042307"
"No. of Deaths","10693"
"Total No. of People Vaccinated Today","8120 
(1st Dose: 391 
2nd Dose: 1948 
Precaution Dose: 5781)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23654390 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19781320 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1828918"
"Cumulative Coverage of Total COVID-19 Vaccination","45264628"
"COVID-19 Today (10-09-2022) Positivity Rate","1.09%"
"Recovery Rate","98.92%"
"Fatality Rate","1.01%"
