"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,378+56","17,845+50","107","426+6","2-Feb-22"
"2","Coochbehar","33,604+65","32,880+76","102+1","622-12","2-Feb-22"
"3","Darjeeling","68,364+136","66,706+128","576+1","1,082+7","2-Feb-22"
"4","Kalimpong","8,364+53","8,121+18","57","186+35","2-Feb-22"
"5","Jalpaiguri","48,909+81","47,529+92","621+1","759-12","2-Feb-22"
"6","Uttar Dinajpur","24,880+26","24,278+43","259+1","343-18","2-Feb-22"
"7","Dakshin Dinajpur","22,723+44","22,119+51","185","419-7","2-Feb-22"
"8","Malda","44,015+58","43,011+102","195+1","809-45","2-Feb-22"
"9","Murshidabad","41,340+57","40,473+64","343+1","524-8","2-Feb-22"
"10","Nadia","86,824+143","84,909+115","928+1","987+27","2-Feb-22"
"11","Birbhum","57,179+93","55,840+124","338+2","1,001-33","2-Feb-22"
"12","Purulia","24,021+22","23,610+36","120","291-14","2-Feb-22"
"13","Bankura","43,421+69","42,516+76","279+2","626-9","2-Feb-22"
"14","Jhargram","15,412+26","15,149+28","30","233-2","2-Feb-22"
"15","Paschim Medinipur","62,081+50","60,949+76","520","612-26","2-Feb-22"
"16","Purba Medinipur","67,581+58","66,781+44","424+3","376+11","2-Feb-22"
"17","Purba Bardhaman","55,029+68","54,019+97","231","779-29","2-Feb-22"
"18","Paschim Bardhaman","75,189+70","74,046+92","397+3","746-25","2-Feb-22"
"19","Howrah","1,24,561+64","1,22,026+114","1,633+1","902-51","2-Feb-22"
"20","Hooghly","1,07,427+60","1,05,314+129","1,102+3","1,011-72","2-Feb-22"
"21","North 24 Parganas","4,01,026+238","3,92,550+406","5,252+6","3,224-174","2-Feb-22"
"22","South 24 Parganas","1,26,540+102","1,23,685+173","1,479+4","1,376-75","2-Feb-22"
"23","Kolkata","4,45,235+277","4,35,881+480","5,542+5","3,812-208","2-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,02,169+1,916","19,60,300+2,614","20,723+36","21,146-734",""
