"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","795892","11","50010","0","447","15","49493","70"
"2","ALWAR","1627490","9","84910","0","321","2","84556","33"
"3","BANSWARA","322213","0","14781","0","106","3","14672","3"
"4","BARAN","241780","0","15313","0","64","0","15247","2"
"5","BARMER","405843","2","21472","0","205","0","21252","15"
"6","BHARATPUR","476384","1","31453","0","272","0","31180","1"
"7","BHILWARA","509972","7","38270","0","162","0","38074","34"
"8","BIKANER","758186","16","50341","1","590","14","49647","104"
"9","BUNDI","236728","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","454552","1","29436","0","140","1","29283","13"
"11","CHURU","437389","2","20947","0","115","3","20812","20"
"12","DAUSA","297113","4","15889","0","82","1","15797","10"
"13","DHOLPUR","289438","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328076","1","25505","0","134","0","25365","6"
"15","GANGANAGAR","423421","1","28182","0","158","4","28017","7"
"16","HANUMANGARH","489388","3","22533","0","115","3","22414","4"
"17","JAIPUR","3476029","47","277537","0","2114","50","275060","363"
"18","JAISALMER","242971","0","17036","0","68","0","16968","0"
"19","JALORE","448650","0","10574","0","78","0","10485","11"
"20","JHALAWAR","413610","1","17766","0","207","0","17556","3"
"21","JHUNJHUNU","494095","0","19161","0","181","0","18980","0"
"22","JODHPUR","1434057","27","141509","0","1164","16","140203","142"
"23","KARAULI","243014","0","8969","0","85","0","8884","0"
