"Total No. of Sample Taken Today","19095"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","360"
"Total Active COVID-19 Patients","2170"
"Total No. of Active Cases under Home Isolation (27-02-2022)","2016"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","981444"
"Total Positive COVID-19 Patients Recovered / Discharged till date","968694"
"No. of Deaths","10557"
"Total No. of People Vaccinated today","8524 
(1st Dose: 1367, 
2nd Dose: 6509 
Precaution Dose: 648)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22851632 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 18yrs above population)","18012175 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","236452"
"Cumulative Coverage of Total COVID-19 Vaccination","41100259"
"COVID-19 Today (27-02-2022) Positivity Rate","1.60%"
"Recovery Rate","98.70%"
"Fatality Rate","1.08%"
"Tests Per Million Population","653376"
