"Sr.No. Description","","From 1st April 2022","Till Date"
"1","Total Samples taken","1745747","20736211"
"2","Total No. of patients tested Positive","23970","784498"
"3","No. of patients discharged","23540","763814"
"4","Total Deaths reported","197","20502"
"5","Sample collected on the day","","3812"
"6","Test conducted on the day","","3750"
"7","Positive cases on the day","","19"
"8","Number of active Cases","","182"
"9","No. of Patients on oxygen support","","6"
"10","Patients at critical care Level-3 facilities","","2"
"11","Patients who are critical and on ventilator support","","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","","0"
"13","Total Healthcare Workers vaccinated with 1st dose","","218879"
"14","Frontline Workers vaccinated with 1st dose on the day","","4"
"15","Total Frontline Workers vaccinated with 1st dose","","1117933"
"16","Healthcare Workers vaccinated with 2nd dose on the day","","1"
"17","Total Healthcare Workers vaccinated with 2nd dose","","211929"
"18","Frontline Workers vaccinated with 2nd dose on the day","","10"
"19","Total Frontline Workers vaccinated with 2nd dose","","1019177"
"20","Above 45 Vaccinated with 1st dose on the day","","66"
"21","Total Above 45 Vaccinated with 1st dose","","8346248"
"22","Above 45 Vaccinated with 2nd dose on the day","","234"
"23","Total Above 45 Vaccinated with 2nd dose","","7649508"
"24","18-44 years age group Vaccinated with 1st dose on the day","","274"
"25","Total 18-44 years age group Vaccinated with 1st dose","","12659591"
"26","18-44 years age group Vaccinated with 2nd dose on the day","","796"
"27","Total 18-44 years age group Vaccinated with 2nd dose","","10689057"
"28","15-17 years age group Vaccinated with 1st dose on the day","","59"
"29","Total 15-17 years age group Vaccinated with 1st dose","","1114053"
"30","15-17 years age group Vaccinated with 2nd dose on the day","","205"
"31","Total 15-17 years age group Vaccinated with 2nddose","","859604"
"32","12-14 years age group Vaccinated with 1st dose on the day","","246"
"33","Total 12-14 years age group Vaccinated with 1st dose","","674933"
"34","12-14 years age group Vaccinated with 2nddose on the day","","643"
"35","Total 12-14 years age group Vaccinated with 2nd dose","","477632"
"36","Precautionary dose given on the day","","4862"
"37","Total Precautionary dose given","","1741012"
"38","Total Vaccination 1st dose on the day","","344"
"39","Total Vaccination 2nd dose on the day","","1041"
"40","Total Vaccination 1st and 2nd dose on the day","","1385"
