"1","Total Samples taken","18962150"
"2","Sample collected on the day","12744"
"3","Test conducted on the day","8935"
"4","Total No. of patients tested Positive","759094"
"5","No. of patients discharged","741218"
"6","Positive cases on the day","28"
"7","Number of active Cases","135"
"8","Total Deaths reported","17741"
"9","No. of Patients on oxygen support","5"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218469"
"14","Frontline Workers vaccinated with 1st dose on the day","8"
"15","Total Frontline Workers vaccinated with 1st dose","1116813"
"16","Healthcare Workers vaccinated with 2nd dose on the day","64"
"17","Total Healthcare Workers vaccinated with 2nd dose","208592"
"18","Frontline Workers vaccinated with 2nd dose on the day","624"
"19","Total Frontline Workers vaccinated with 2nd dose","1005874"
"20","Above 45 Vaccinated with 1st dose on the day","1108"
"21","Total Above 45 Vaccinated with 1st dose","8250952"
"22","Above 45 Vaccinated with 2nd dose on the day","7396"
"23","Total Above 45 Vaccinated with 2nd dose","6764578"
"24","18-44 years age group Vaccinated with 1st dose on the day","2884"
"25","Total 18-44 years age group Vaccinated with 1st dose","12397220"
"26","18-44 years age group Vaccinated with 2nd dose on the day","16188"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8803267"
"28","15-17 years age group Vaccinated with 1st dose on the day","6152"
"29","Total 15-17 years age group Vaccinated with 1st dose","949550"
"30","15-17 years age group Vaccinated with 2nd dose on the day","7576"
"31","Total 15-17 years age group Vaccinated with 2nd dose","453217"
"32","12-14 years age group Vaccinated with 1st dose on the day","25763"
"33","Total 12-14 years age group Vaccinated with 1st dose","228859"
"34","Precautionary dose given on the day","1943"
"35","Total Precautionary dose given","438302"
"36","Total Vaccination 1st dose on the day","4002"
"37","Total Vaccination 2nd dose on the day","24272"
"38","Total Vaccination 1st and 2nd dose on the day","28274"
