"Total No. of Sample Taken Today","6102"
"Total No. of Positive Cases Detected Today","103"
"Total Active COVID-19 Patients","545"
"Total No. of Active Cases under Home Isolation (12-09-2022)","501"
"Total No. of Samples found Positive till date","1053837"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1042576"
"No. of Deaths","10693"
"Total No. of People Vaccinated Today","10703 
(1st Dose: 796 
2nd Dose: 2211 
Precaution Dose: 7696)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23655287 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19783800 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1838647"
"Cumulative Coverage of Total COVID-19 Vaccination","45277734"
"COVID-19 Today (12-09-2022) Positivity Rate","1.16%"
"Recovery Rate","98.93%"
"Fatality Rate","1.01%"
