"1","Total Samples taken","15631589"
"2","Sample collected on the day","29793"
"3","Test conducted on the day","25395"
"4","Total No. of patients tested Positive","602616"
"5","No. of patients discharged","585821"
"6","Number of active Cases","229"
"7","Total Deaths reported","16566"
"8","No. of Patients on oxygen support","19"
"9","Patients at critical care Level-3 facilities","7"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","3"
"12","Total Healthcare Workers vaccinated with 1st dose","216628"
"13","Frontline Workers vaccinated with 1st dose on the day","17"
"14","Total Frontline Workers vaccinated with 1st dose","1152548"
"15","Healthcare Workers vaccinated with 2nd dose on the day","21"
"16","Total Healthcare Workers vaccinated with 2nd dose","137331"
"17","Frontline Workers vaccinated with 2nd dose on the day","173"
"18","Total Frontline Workers vaccinated with 2nd dose","331805"
"19","COVID-19 Vaccinated with 1st dose on the day 
(Healthcare + Frontline Workers)","20"
"20","COVID-19 Vaccinated with 2nd dose on the day 
(Healthcare + Frontline Workers)","194"
"21","Total COVID-19 Vaccinated with 1st dose 
(Healthcare + Frontline Workers)","1369176"
"22","Total COVID-19 Vaccinated with 2nd dose 
(Healthcare + Frontline Workers)","469136"
"23","Above 45 Vaccinated with 1st dose on the day","8433"
"24","Total Above 45 Vaccinated with 1st dose","6182007"
"25","Above 45 Vaccinated with 2nd dose on the day","18578"
"26","Total Above 45 Vaccinated with 2nd dose","3035250"
"27","18-44 years age group Vaccinated with 1st dose on the day","21647"
"28","Total 18-44 years age group Vaccinated with 1st dose","8397685"
"29","18-44 years age group Vaccinated with 2nd dose on the day","42538"
"30","Total 18-44 years age group Vaccinated with 2nd dose","3037318"
"31","Total Vaccination 1st dose on the day","30100"
"32","Total Vaccination 2nd  dose on the day","61310"
"33","Total Vaccination 1st  and 2nd dose on the day","91410"
