"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,945+3","18,780+5","110","55-2","4-Mar-22"
"2","Coochbehar","33,971+3","33,833+3","106","32","4-Mar-22"
"3","Darjeeling","69,053+2","68,385+6","599","69-4","4-Mar-22"
"4","Kalimpong","8,518","8,448+1","58","12-1","4-Mar-22"
"5","Jalpaiguri","49,619+3","48,911+6","648","60-3","4-Mar-22"
"6","Uttar Dinajpur","25,132+2","24,836+2","268","28","4-Mar-22"
"7","Dakshin Dinajpur","23,102+1","22,873+3","193","36-2","4-Mar-22"
"8","Malda","44,453+2","44,203+5","199","51-3","4-Mar-22"
"9","Murshidabad","41,642+1","41,253+3","356","33-2","4-Mar-22"
"10","Nadia","87,658+2","86,627+7","944","87-5","4-Mar-22"
"11","Birbhum","57,739+6","57,320+6","351","68","4-Mar-22"
"12","Purulia","24,233+1","24,083+2","123","27-1","4-Mar-22"
"13","Bankura","43,923+3","43,571+6","286","66-3","4-Mar-22"
"14","Jhargram","15,552+2","15,505+1","31","16+1","4-Mar-22"
"15","Paschim Medinipur","62,574+3","61,987+5","530","57-2","4-Mar-22"
"16","Purba Medinipur","67,856+5","67,376+3","441","39+2","4-Mar-22"
"17","Purba Bardhaman","55,453+6","55,143+6","238","72","4-Mar-22"
"18","Paschim Bardhaman","75,647+5","75,161+5","432","54","4-Mar-22"
"19","Howrah","1,25,063+2","1,23,335+8","1,640","88-6","4-Mar-22"
"20","Hooghly","1,07,968+3","1,06,779+6","1,119","70-3","4-Mar-22"
"21","North 24 Parganas","4,03,095+18","3,97,493+23","5,338","264-5","4-Mar-22"
"22","South 24 Parganas","1,27,338+11","1,25,706+10","1,511","121+1","4-Mar-22"
"23","Kolkata","4,47,172+18","4,41,220+26","5,654","298-8","4-Mar-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,15,772+102","19,92,891+148","21,178","1,703-46",""
