"1","Total Samples taken","19090702"
"2","Sample collected on the day","4853"
"3","Test conducted on the day","7205"
"4","Total No. of patients tested Positive","759210"
"5","No. of patients discharged","741407"
"6","Positive cases on the day","10"
"7","Number of active Cases","61"
"8","Total Deaths reported","17742"
"9","No. of Patients on oxygen support","5"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218499"
"14","Frontline Workers vaccinated with 1st dose on the day","1"
"15","Total Frontline Workers vaccinated with 1st dose","1116879"
"16","Healthcare Workers vaccinated with 2nd dose on the day","46"
"17","Total Healthcare Workers vaccinated with 2nd dose","208941"
"18","Frontline Workers vaccinated with 2nd dose on the day","89"
"19","Total Frontline Workers vaccinated with 2nd dose","1007777"
"20","Above 45 Vaccinated with 1st dose on the day","707"
"21","Total Above 45 Vaccinated with 1st dose","8269681"
"22","Above 45 Vaccinated with 2nd dose on the day","8741"
"23","Total Above 45 Vaccinated with 2nd dose","6831774"
"24","18-44 years age group Vaccinated with 1st dose on the day","2057"
"25","Total 18-44 years age group Vaccinated with 1st dose","12428534"
"26","18-44 years age group Vaccinated with 2nd dose on the day","19545"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8959331"
"28","15-17 years age group Vaccinated with 1st dose on the day","1857"
"29","Total 15-17 years age group Vaccinated with 1st dose","987985"
"30","15-17 years age group Vaccinated with 2nd dose on the day","5053"
"31","Total 15-17 years age group Vaccinated with 2nddose","513581"
"32","12-14 years age group Vaccinated with 1st dose on the day","4457"
"33","Total 12-14 years age group Vaccinated with 1st dose","339169"
"34","Precautionary dose given on the day","4547"
"35","Total Precautionary dose given","467661"
"36","Total Vaccination 1st dose on the day","2768"
"37","Total Vaccination 2nd dose on the day","28421"
"38","Total Vaccination 1st and 2nd dose on the day","31189"
