"Total No. of Sample Taken Today","20317"
"Total No. of Positive Cases Detected Today","141"
"Total Active COVID-19 Patients","905"
"Total No. of Active Cases under Home Isolation (09-03-2022)","815"
"Total No. of Samples found Positive till date","983453"
"Total Positive COVID-19 Patients Recovered / Discharged till date","971945"
"No. of Deaths","10580"
"Total No. of People Vaccinated today","21425 
(1st Dose: 3476, 
2nd Dose: 16983 
Precaution Dose: 966)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22886630 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18193630 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","247156"
"Cumulative Coverage of Total COVID-19 Vaccination","41327416"
"COVID-19 Today (09-03-2022) Positivity Rate","0.71%"
"Recovery Rate","98.83%"
"Fatality Rate","1.08%"
"Tests Per Million Population","660458"
