"Total No. of Sample Taken Today","5248"
"Total No. of Positive Cases Detected Today","36"
"Total Active COVID-19 Patients","195"
"Total No. of Active Cases under Home Isolation (09-10-2022)","182"
"Total No. of Samples found Positive till date","1055275"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044350"
"No. of Deaths","10707"
"Total No. of People Vaccinated Today","595 
(1st Dose: 29 
2nd Dose: 81 
Precaution Dose: 485)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23666888 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19811830 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1918679"
"Cumulative Coverage of Total COVID-19 Vaccination","45397397"
"COVID-19 Today (09-10-2022) Positivity Rate","0.59%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
